Window_type,energy_exact,error,error_rel,w
2,18.84581385073342,1.7441091633891759,0.09254623744048605,"(1, 1, 1)"
2,18.84581385073342,0.07104197018262326,0.003769641934559304,"(2, 2, 2)"
2,18.84581385073342,0.0029745558102227676,0.00015783642106318517,"(3, 3, 3)"
2,18.84581385073342,0.0001255776866706526,6.663426035366762e-6,"(4, 4, 4)"
2,18.84581385073342,5.271194591927042e-6,2.7970108553958277e-7,"(5, 5, 5)"
2,18.84581385073342,2.1894320312298987e-7,1.1617604039661533e-8,"(6, 6, 6)"
2,18.84581385073342,8.978467747056129e-9,4.764170875383402e-10,"(7, 7, 7)"
2,18.84581385073342,3.6219205412635347e-10,1.921870060879637e-11,"(8, 8, 8)"
2,18.84581385073342,1.3915979479861562e-11,7.38412232556356e-13,"(9, 9, 9)"
2,18.84581385073342,1.2789769243681803e-13,6.786530603019866e-15,"(10, 10, 10)"
2,18.84581385073342,4.440892098500626e-13,2.3564342371596757e-14,"(11, 11, 11)"
2,18.84581385073342,4.440892098500626e-13,2.3564342371596757e-14,"(12, 12, 12)"
